,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
72,77,144,78,66,53,56,43,106,106,102,83,79,70,48,97,75,48,70,61,59,60,35,27,34,66,33,46,77,60,38,70,69,72,66,17,1,1,1,8,8,8,3,2,13,3,2,2,1,8,3,7,2,4,1,5,8,3,4
73,157,585,226,208,146,138,140,338,307,289,266,281,202,95,260,251,113,196,223,128,204,118,84,99,189,104,156,244,254,98,158,183,218,202,41,5,2,4,21,23,21,20,14,30,14,13,13,21,16,18,31,13,15,4,5,16,8,22
74,415,1339,594,494,361,294,335,706,711,709,667,757,494,243,623,564,286,442,445,350,572,284,188,207,575,261,436,559,624,277,423,427,599,494,95,8,2,3,58,48,61,42,37,80,56,36,25,53,33,31,56,34,55,7,27,53,12,59
75,1256,4007,1751,1536,1126,987,995,2198,2203,2235,2028,2138,1442,762,1951,1676,847,1321,1351,982,1824,819,504,689,1511,747,1327,1734,1835,822,1354,1385,1738,1426,352,21,17,8,198,126,203,104,104,231,162,99,95,131,119,98,147,100,146,19,66,148,49,196
76,1942,6037,2672,2345,1838,1435,1501,3483,3300,3482,3033,3365,2257,1221,2907,2563,1461,1997,2211,1588,2698,1319,855,1137,2369,1185,2140,2604,2798,1296,1987,2156,2713,2179,558,43,13,8,305,198,302,196,180,368,243,155,127,190,176,162,193,149,215,48,127,168,57,236
77,1785,5540,2491,2077,1635,1335,1298,3056,3068,3032,2730,3063,2015,1095,2700,2338,1229,1850,1911,1443,2467,1158,742,1092,2120,1086,1855,2388,2624,1120,1793,1903,2337,1909,474,40,11,10,257,174,295,173,195,337,229,167,113,196,189,146,189,125,221,36,89,192,57,217
78,1261,3788,1647,1391,1114,882,914,2121,2055,2143,1930,2098,1316,716,1805,1593,863,1209,1358,949,1657,797,507,720,1528,718,1285,1683,1726,753,1249,1249,1526,1351,311,26,8,3,170,126,209,123,124,219,153,84,90,142,137,87,113,81,150,24,60,138,39,146
79,547,1578,680,623,508,399,414,859,841,865,786,917,568,286,796,643,397,522,544,419,677,359,229,293,586,296,557,742,756,335,559,567,701,589,144,9,4,4,90,47,94,52,65,91,54,45,34,64,45,43,57,43,64,13,40,48,20,67
80,224,527,362,232,190,159,153,289,288,307,306,353,244,124,242,253,164,185,190,173,236,193,115,84,231,154,172,267,323,120,193,196,267,216,73,4,4,3,26,33,46,25,25,38,35,34,21,22,26,22,26,17,18,10,12,18,12,26
81,235,281,463,154,173,170,105,186,212,237,241,323,237,104,158,220,142,116,127,128,173,264,157,91,158,200,147,403,338,212,109,108,211,179,84,5,1,0,13,43,62,42,42,42,56,53,28,31,44,30,25,37,20,19,7,26,23,21
82,504,471,1092,330,342,348,292,365,449,430,491,713,499,239,304,440,312,210,223,298,348,592,312,168,297,516,361,824,690,455,209,224,386,499,211,11,7,10,33,117,169,93,81,103,132,102,70,82,57,82,67,87,48,50,26,54,57,30
83,1139,1054,2434,638,869,794,548,706,958,904,1061,1494,1171,517,599,1009,705,456,503,618,825,1307,750,391,629,1093,814,1748,1501,1060,444,481,921,1049,446,13,17,14,79,217,297,216,178,212,298,278,150,160,158,173,154,200,125,111,50,119,124,88
84,1755,1634,3959,1025,1296,1254,924,1131,1527,1462,1730,2440,1683,856,977,1552,1107,664,779,1026,1242,1973,1148,559,1011,1719,1258,2728,2373,1559,712,770,1334,1559,723,11,29,35,136,354,542,320,257,308,412,386,256,220,262,277,266,293,193,141,85,181,204,139
85,1551,1484,3462,973,1128,1158,853,1017,1354,1338,1509,2077,1560,780,858,1470,1005,667,667,858,1066,1764,951,489,898,1496,1123,2337,2135,1367,610,689,1330,1446,667,21,29,20,102,321,474,311,232,291,377,407,207,196,232,220,214,279,180,148,65,155,189,124
86,1232,1099,2661,811,894,868,603,755,1025,974,1246,1651,1284,597,671,1087,730,460,556,660,801,1288,815,421,653,1182,899,1856,1594,1096,490,572,972,1058,544,9,20,19,90,259,376,212,174,222,308,239,163,140,186,201,170,210,132,125,65,130,150,95
87,643,624,1329,486,448,459,360,464,554,472,676,901,755,386,395,563,536,280,274,354,451,660,486,261,378,632,490,1025,874,624,305,327,525,555,270,4,15,12,64,145,237,126,119,127,181,179,112,91,101,93,97,127,76,60,32,78,97,49
88,374,293,469,333,225,237,206,333,246,311,345,459,521,277,274,237,369,91,89,157,209,329,350,167,161,256,328,425,441,382,197,125,228,229,119,7,5,8,53,83,149,100,70,63,84,107,109,48,51,52,59,55,43,43,36,32,40,36
89,630,458,570,664,329,393,397,617,316,450,541,814,1005,568,477,332,723,193,116,246,295,471,748,331,240,352,633,558,729,663,308,214,291,313,176,3,3,13,108,111,251,207,122,100,127,209,202,116,86,114,110,103,92,70,54,49,82,91
90,875,617,622,1076,469,517,595,911,444,632,733,1157,1429,870,721,446,1097,223,176,313,428,618,1035,484,307,453,951,782,1015,945,446,280,397,423,264,8,10,20,170,157,441,344,204,182,204,312,288,140,136,180,152,140,158,109,83,74,110,130
91,1130,880,872,1294,593,642,799,1169,575,856,1097,1442,1900,1069,922,615,1406,333,213,409,576,858,1378,695,424,546,1269,1011,1204,1166,608,330,535,574,336,20,15,35,223,219,535,383,312,221,250,409,411,213,179,221,211,182,198,153,118,92,145,187
92,1004,721,785,1186,560,621,660,1000,479,732,935,1313,1691,902,806,562,1128,274,183,326,524,686,1164,635,342,425,1086,925,1098,1061,502,289,396,406,276,13,10,20,213,218,490,368,232,161,237,329,342,201,152,206,175,143,158,136,117,77,148,151
93,578,562,554,715,400,431,476,660,331,474,595,854,1159,671,589,346,726,175,131,242,323,447,721,435,269,264,648,622,729,678,324,225,290,310,181,10,6,16,141,138,314,251,141,163,148,216,224,144,104,138,122,103,103,96,62,72,99,103
94,372,566,670,519,472,398,378,430,284,351,466,612,769,491,421,345,422,135,97,150,203,326,519,444,213,203,500,481,478,457,268,241,215,187,103,7,9,9,146,193,240,223,147,109,124,164,214,148,98,123,122,75,78,79,63,68,65,90
95,208,570,738,299,506,328,368,347,254,242,358,465,632,477,401,319,206,97,84,127,132,240,348,503,193,119,310,419,322,353,218,215,145,133,82,6,6,9,123,244,203,251,158,122,112,128,193,179,91,141,98,76,71,82,78,102,52,57
96,267,774,1135,350,710,429,502,403,366,323,425,577,765,681,517,447,243,106,85,186,179,311,414,682,276,157,371,522,408,441,284,274,217,168,104,7,6,7,181,305,251,338,192,162,170,176,254,229,128,166,106,77,93,103,86,135,76,85
97,206,680,920,302,617,412,429,352,270,261,385,514,643,544,453,388,172,106,73,127,137,266,300,550,256,130,312,421,299,359,233,274,149,144,67,7,2,9,167,288,210,276,150,151,121,132,229,246,99,130,84,60,82,85,72,116,83,71
98,226,635,892,270,542,431,408,372,278,231,325,462,545,427,491,405,202,107,76,125,115,220,319,468,251,141,278,372,305,336,221,247,173,116,67,7,11,4,125,319,230,272,202,142,108,119,186,203,115,131,91,74,70,75,69,113,65,69
99,243,473,724,218,383,396,344,394,193,225,273,324,451,333,468,328,188,60,83,88,94,150,225,340,229,101,231,278,261,250,171,180,154,109,52,11,4,4,86,269,224,227,171,124,107,92,157,182,124,96,77,65,54,48,49,79,67,39
100,249,318,487,194,257,411,275,412,141,131,223,206,329,257,468,250,220,44,59,72,63,87,140,180,255,134,162,194,290,183,154,170,144,68,33,2,2,5,67,257,241,189,154,124,86,69,125,140,102,86,58,55,39,44,31,60,70,30
101,286,314,521,231,235,426,290,422,160,156,184,219,343,262,431,281,273,38,57,64,75,93,152,173,213,143,203,159,287,146,140,156,177,80,35,2,4,7,53,259,233,189,163,114,83,58,135,151,101,96,40,40,40,38,35,65,82,38
102,348,263,481,193,197,411,345,467,153,126,229,141,302,205,474,263,198,35,67,66,54,61,124,143,207,140,139,164,235,142,130,159,156,59,31,4,1,5,39,250,279,212,149,119,91,64,112,152,142,84,57,43,44,34,34,59,73,42
103,365,235,433,178,161,297,292,349,100,158,165,108,197,156,300,218,143,25,66,46,43,46,81,115,136,100,163,112,151,124,103,129,154,59,20,2,1,2,39,175,220,153,85,131,70,53,59,114,143,86,40,41,26,28,20,46,38,43
104,367,248,381,182,119,251,257,338,104,117,188,94,165,158,227,180,87,23,58,46,28,44,67,91,134,106,170,99,148,104,74,130,134,60,18,1,1,3,24,127,226,171,102,87,90,56,60,90,118,78,34,20,29,18,20,40,38,44
105,292,239,310,126,83,194,243,269,121,102,160,80,122,116,125,136,51,11,31,46,26,32,47,63,67,85,154,73,85,63,65,93,87,71,22,1,3,2,21,75,174,156,71,78,74,56,43,61,109,70,30,17,17,13,15,42,21,32
106,284,210,281,125,78,188,214,279,107,105,105,71,109,110,134,125,59,8,34,22,19,44,45,47,52,75,135,56,96,65,67,74,97,64,14,1,1,4,18,86,200,166,69,71,63,47,34,74,95,86,37,17,18,7,9,27,17,29
107,289,189,247,87,68,157,153,227,112,98,94,61,87,69,84,94,43,6,31,41,17,28,33,43,53,48,135,73,57,57,52,62,65,61,17,3,0,3,12,64,123,169,84,58,65,29,41,39,63,84,34,16,19,15,11,25,13,14
108,268,151,161,81,53,134,110,165,112,91,61,56,56,74,71,79,36,4,22,37,10,20,31,27,35,43,94,66,50,50,45,53,43,53,17,0,0,1,7,35,87,145,71,49,59,32,35,39,64,68,38,11,15,12,6,12,8,16
109,187,164,179,81,47,114,80,173,104,62,60,62,43,57,55,49,32,6,24,26,15,22,19,27,19,36,87,55,52,42,32,42,31,37,12,2,0,2,13,44,43,108,55,32,37,25,18,29,39,47,47,13,9,14,9,13,11,16
110,177,147,176,73,51,107,66,116,61,44,41,47,39,57,38,31,19,5,15,12,12,21,15,11,20,25,60,44,51,27,33,39,43,42,8,0,0,0,6,25,46,75,53,28,40,23,16,10,27,32,23,10,9,13,9,13,4,13
111,126,139,171,81,54,88,64,101,75,41,55,44,43,42,23,25,17,6,10,16,11,16,9,13,16,13,42,63,50,29,20,40,26,29,6,0,0,0,6,19,38,73,60,32,36,20,24,16,27,28,33,21,8,6,6,6,4,8
112,84,116,130,59,45,60,31,54,48,39,47,42,38,27,24,22,11,3,19,7,4,11,5,8,10,7,19,44,50,22,21,18,18,15,7,0,0,0,2,18,16,32,36,20,39,13,12,10,16,24,24,14,6,8,5,6,2,5
113,38,74,130,84,46,39,28,37,33,25,33,30,37,17,21,16,3,3,13,8,5,15,9,3,6,4,19,23,37,28,20,22,24,18,6,0,0,0,0,9,8,13,27,16,39,10,16,10,21,15,16,10,10,8,7,5,2,5
114,25,41,83,61,25,25,21,15,12,26,22,23,20,14,12,7,6,1,2,4,2,7,4,1,6,7,7,15,27,14,9,9,10,11,2,0,0,0,0,1,9,9,3,14,26,7,7,5,11,6,4,8,4,1,2,2,1,0
115,13,28,45,36,26,16,11,9,14,17,17,6,4,7,4,10,1,1,3,0,1,3,2,1,3,3,1,10,22,7,9,10,5,8,2,0,0,0,0,4,2,8,3,7,16,4,4,1,7,1,10,3,1,2,2,0,1,1
116,11,11,28,34,16,4,5,5,4,9,12,3,11,9,3,3,0,1,2,0,0,0,2,2,1,2,0,3,7,6,2,4,0,4,0,0,0,0,0,0,0,1,3,7,7,4,2,2,5,2,2,1,0,0,1,0,0,0
117,0,10,13,8,5,2,6,4,2,2,10,3,5,5,0,2,0,0,1,0,2,1,0,3,0,0,1,2,4,1,1,3,0,2,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,2,3,0,2,1,0,0,0,0
118,1,3,3,3,1,1,2,2,0,3,5,0,3,0,0,2,0,1,1,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1
119,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
120,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0